artifact_id,category,name,status,version,semantic_anchors,tags,content_shard,path
Act 1 Outline,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact. GVRN.Registry.Master, INDEXES, This artifact is indexed in the Master Registry.",9. Plot and Narrative Structure\Act 1 Outline.md
Act 2 Outline,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact. GVRN.Registry.Master, INDEXES, This artifact is indexed in the Master Registry.",9. Plot and Narrative Structure\Act 2 Outline.md
Chapter 1 Summary_Fractured Reflections,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Your existing summary [[Kaelen]]`, `[[Garrett]]`, `[[Serafina]]`, `[[Brother Caius]]`, `[[Fortress of Light]]`, `[[Theme_Faith vs Doubt]]`, `[[Symbol_Black Feather]] Synergistic Artifact ID, Relationship Type, Synergistic Impact",9. Plot and Narrative Structure\Chapter 1 Summary_Fractured Reflections.md
Master Outline Overview,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Link to Act outlines, key turning points. [[Act 1 Outline]]`, `[[Act 2 Outline]]` Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact.",9. Plot and Narrative Structure\Master Outline Overview.md
Plot Point_Kaelen_s Dark Mode Usage,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"- | :---- | Synergistic Artifact ID, Relationship Type, Synergistic Impact CORE-CODEX-001, GOVERNS, The Codex provides the Supreme Law for this artifact. GVRN.Registry.Master, INDEXES, This artifact is indexed in the Master Registry.",9. Plot and Narrative Structure\Plot Point_Kaelen_s Dark Mode Usage.md
WLF-PLOT-INDEX,9. Plot and Narrative Structure,[CANON] Act & Chapter Blueprints,ACTIVE,v15.0 [OMEGA],PART_OF: WLF-ROOT-001,index; plot-narrative; nexus,- **[WLF-PLOT-001 Master Outline](./WLF-PLOT-001_MasterOutline_v1.0.md)**: The structural core. - **[WLF-PLOT-002 Act I Outline](./WLF-PLOT-002_Act1Outline_v1.0.md)**: The descent into Oakhaven. - **[WLF-PLOT-003 Act II Outline](./WLF-PLOT-003_Act2Outline_v1.0.md)**: The institutional trial. - **[WLF-PLOT-010-013 Chapters 1-4](./)**: Segmented scene breakdowns. - **[WLF-PLOT-022 Dark Mode Usage](./WLF-PLOT-022_DarkModeUsage_v1.0.md)**: Tactical/narrative triggers.,9. Plot and Narrative Structure\README.md
WLF-PLOT-000,9. Plot and Narrative Structure,The Loom: Master Topological Index,ACTIVE,v15.0 [OMEGA],"MAPS_TO: 1. Core Concepts & Themes/README.md; MAPS_TO: 2. World & Setting/README.md; MAPS_TO: 3. History, Lore, & Mythology/README.md; MAPS_TO: 4. Society, Cultures, & Factions/README.md; MAPS_TO: 5. Magic and Power Systems/README.md; MAPS_TO: 6. Characters & Arcs/README.md; MAPS_TO: 7. Bestiary & Races/README.md; MAPS_TO: 8. Artifacts Key Items/README.md; MAPS_TO: 9. Plot and Narrative Structure/README.md; MAPS_TO: 10. Key Symbols & Motifs/README.md; MAPS_TO: 11. Narrative Outlines & Drafts/README.md; MAPS_TO: 13. Visual & Aesthetic Direction/README.md",loom; master-index; nexus,- [ ] Audit graph symmetry in Obsidian. - [ ] Connect pending [NEXUS] nodes from sub-directories.,9. Plot and Narrative Structure\WLF-PLOT-000_LoomMasterIndex_v1.0.md
WLF-PLOT-001_MasterOutline_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"The narrative arc of ""Where Light Fades"" follows the psychological and spiritual descent of [Kaelen](file:///6.%20Characters/WLF-CHAR-001_Kaelen_v1.0.md) as he discovers the terminal decay of his world and his own internal corruption. - **Act I: The Flickering Candle**: Focuses on the ""Facade of Order"" in the Fortress of Light, culminating in the **Oakhaven Climax** (The Savior's Guile). - **Act II: The Shadows Lengthen**: Focuses on the Trio as controlled subjects, the deepening ""Seeds of Suspicion,"" and the journey into the Shattered Lands. - **Act III: The Extinguished Sun (TBD)**: Focuses on the final confrontation with Valerius and the quest for **Synthesis**. - **Faith vs. Doubt**: The internal conflict between Paladin duty and the ""Voices of the Void.""",9. Plot and Narrative Structure\WLF-PLOT-001_MasterOutline_v1.0.md
WLF-PLOT-002_Act1Outline_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,Establish the status quo of the [Fortress of Light](file:///2.%20World%20&%20Setting/WLF-WRLD-001_FortressOfLight_v1.0.md) and the initial cracks in Kaelen's faith. 1. **Seeds of Light (Chapter 1)**: - **The Discordant Omen**: Training yard vision and the missing **Hand of Purity**. - **The Linchpin Mandate**: Valerius's tactical framing of the Oakhaven mission. - **The Calling Card**: Kaelen finds the **Jet-Black Feather** after his nightmare.,9. Plot and Narrative Structure\WLF-PLOT-002_Act1Outline_v1.0.md
WLF-PLOT-003_Act2Outline_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"Journey into the ""un-mirrored"" world and experience the first major permanent loss. 1. **The Behavioral Trap (Chapter 4)**: The Trio's return to the Fortress under grey skies. Valerius's public praise vs. private manipulation. Kaelen's isolation and the first ""monstrous joy"" remorse. 2. **The Seeds of Suspicion**: Garrett's investigation into Valerius's ""perfect timing"" at Oakhaven. Secret meetings and the deciphering of archaic Order ciphers. 3. **The Betrayer's Shadow**: Discovery of [Valerius's Journal](file:///8.%20Artifacts%20Key%20Items/WLF-ITEM-005_ValeriusJournal_v1.0.md) and the first Concrete clues of the ""Eldrin Affair."" 4. **The Breach of Trust**: A confrontation with Brother Caius that reveals the missing [Hand of Purity](file:///8.%20Artifacts%20Key%20Items/WLF-ITEM-003_HandO",9. Plot and Narrative Structure\WLF-PLOT-003_Act2Outline_v1.0.md
WLF-PLOT-010_Chapter1_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"Kaelen duels Garrett in the training yard; a vision of a **Shadowed Figure** and a **Discordant Hum** from his blade shatter his focus. - **The Discordant Omen**: Training yard vision; Brother Caius warns that the ""greatest battles are fought within the heart."" - **The Institutional Void**: In the chapel, Caius reveals the",9. Plot and Narrative Structure\WLF-PLOT-010_Chapter1_v1.0.md
WLF-PLOT-011_Chapter2_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"The Trio travels the [Paladin's Road](file:///2.%20World%20&%20Setting/Locations/WLF-WRLD-014_PaladinsRoad_v1.0.md); the land is a ""muted tableau of decay,"" and Kaelen hears the first sibilant whispers of **Nyx**. - **The Whispering Road**: The Trio experiences sensory distortion and the ""Whispering Winds."" Kaelen struggles with the **[Jet-Black Feather](file:///8.%20Artifacts%20Key%20Items/WLF-ITEM-007_BlackFeather_v1.0.md)** secret. - **The Meadow Skirmish**: A scream leads them to Elara, cornered by **Blight Ghouls**. Serafina's shield fails, and Elara is injured. - **The Unnatural Burst**: Kaelen surrenders to a ""torrent of icy fire,"" exhibiting **Crimson Eyes** and superhuman speed to shatter a Ghoul. Elara looks at him with terror. - **The Prophet's Warning**: Elder Theron introduces",9. Plot and Narrative Structure\WLF-PLOT-011_Chapter2_v1.0.md
WLF-PLOT-012_Chapter3_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"Propelled by the horrifying realization of the trap set for him, Kaelen and the trio race to confront the enemy at the Great Oak. Faced with overwhelming odds and the failure of their standard tactics, Kaelen makes a conscious and terrifying choice to embrace the darkness within his blade. While he succeeds in saving Elara, he unleashes a monstrous power that horrifies his companions and himself, falling into a trap orchestrated by Valerius. - **Primary Theme**: Desperate Urgency. The frantic race against the ritual. - **Secondary Theme**: The Perversion of the Sacred. The Great Oak twisted into a profane altar. - **Character-Specific Theme**: The Seductive Price of Power. Kaelen's conscious embrace of darkness for a ""righteous"" cause. - **Foreshadowing Theme**: A Deeper Betrayal. The spec",9. Plot and Narrative Structure\WLF-PLOT-012_Chapter3_v1.0.md
WLF-PLOT-013_Chapter4_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"Kaelen returns to the Fortress of Light, hailed as a troubled hero but privately crushed by guilt over the ""monstrous joy"" he felt during the Oakhaven rescue. This experience amplifies Oathbringer's dark influence, driving him into self-imposed isolation and creating a visible rift between him and his friends. As Kaelen pushes Garrett and Serafina away, his desperate search for answers in the Order's archive is intercepted by Valerius, who begins a masterful campaign of psychological manipulation—framing Kaelen's power as a necessary evil for the short-staffed Order. - **Primary Theme**: Guilt & Shame. The internal fallout of the ""Shadow Embraced"" event. - **Secondary Theme**: Isolation. The tactical breakdown of the Trio's bond by both their own fear and Valerius's design. - **Character-S",9. Plot and Narrative Structure\WLF-PLOT-013_Chapter4_v1.0.md
WLF-PLOT-020_KaelensImprisonment_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"Fifteen years ago, [Valerius](file:///6.%20Characters/WLF-CHAR-004_Valerius_v1.0.md) successfully framed [Kaelen](file:///6.%20Characters/WLF-CHAR-001_Kaelen_v1.0.md) for a crime against the Order—likely involving the ""misuse"" of restricted Eldorian artifacts that Valerius himself was experimenting with. - **The Loss of Time**: Kaelen has missed the most rapid period of environmental decay. - **The Source of Doubt**: The betrayal is the primary fuel for his Shadow Self development. - **The Facade**: The Order used his ""corruption"" as a cautionary tale to keep other Paladins in line. ⚡ **OPERATIONALIZE**",9. Plot and Narrative Structure\WLF-PLOT-020_KaelensImprisonment_v1.0.md
WLF-PLOT-021_OakhavenClimax_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"Occurring at the climax of Act 1, the **Confrontation at the Great Oak** represents the collision of Kaelen's desperation and Valerius's strategic genius. The village of Oakhaven, the ""Heart of the Blight,"" serves as the stage for Kaelen's first conscious choice to use the Shadow. - **The Shadow Embraced**: After the Trio's coordinated efforts fail to stop the ""Shepherd,"" Kaelen consciously gives into the darkness to save Elara. He annihilates the cultist force but collapses under the physical strain and manifestation of the **Shadow's Mark**. - **The Savior's Guile**: Valerius intercedes at the moment of Kaelen's vulnerability. - **Silencing the Witness**: He executes the final cultist acolyte using an ""ambiguous concussive blast,"" framing it as a necessary defense of the Trio. - **The Na",9. Plot and Narrative Structure\WLF-PLOT-021_OakhavenClimax_v1.0.md
WLF-PLOT-022_DarkModeUsage_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"The use of **Dark Mode** is a Faustian bargain. While it provides the power necessary to survive the Shattered Lands, each use erodes Kaelen's standing with his allies and his own sanity. - **Social**: [Serafina](file:///6.%20Characters/WLF-CHAR-003_Serafina_v1.0.md) becomes fearful; [Garrett](file:///6.%20Characters/WLF-CHAR-002_Garrett_v1.0.md) becomes protective but cautious. - **Internal**: The [Shadow Self](file:///6.%20Characters/WLF-CHAR-007_Shadow_Self_v1.0.md) gains more ""Dialogue Priority"" in the narrative. - **Environmental**: Nearby fauna may become passive or treat Kaelen as ""one of their own."" ⚡ **OPERATIONALIZE**",9. Plot and Narrative Structure\WLF-PLOT-022_DarkModeUsage_v1.0.md
WLF-PLOT-TPL-001_ChapterScene_Template_v1.0,9. Plot and Narrative Structure,Axiomatic Spine,ACTIVE,v1.0,,,"> [!NOTE] > This document provides the standardized template for structuring Chapters and Scenes within the ""Where Light Fades"" narrative. **I. OVERALL CHAPTER SUMMARY:** [Provide a concise, 2-4 sentence paragraph summarizing the chapter's main arc. This should cover the protagonist's starting point, the central conflict or key event of the chapter, and where the character is left by the end.] **II. THEMATIC FOCUS:**",9. Plot and Narrative Structure\WLF-PLOT-TPL-001_ChapterScene_Template_v1.0.md
